Level,TOL 2025,Title_fi,Title_en,Title_sv,Category
5,13920,Kodintekstiilien ja sovitettujen tekstiilituotteiden valmistus,Manufacture of home textiles and tailored textile products,Tillverkning av hemtextilier och skräddarsydda textilprodukter,C
4,1393,Mattojen valmistus,Manufacture of carpets,Tillverkning av mattor,C
5,13930,Mattojen valmistus,Manufacture of carpets,Tillverkning av mattor,C
4,1394,"Purjelankojen, nuoran, sidelangan ja verkkojen valmistus","Manufacture of sail wires, rope, binding wire and nets","Tillverkning av segelvajer, rep, bindtråd och nät",C
5,13940,"Purjelankojen, nuoran, sidelangan ja verkkojen valmistus","Manufacture of sail wires, rope, binding wire and nets","Tillverkning av segelvajer, rep, bindtråd och nät",C
4,1395,Kuitukankaiden ja kuitukangastuotteiden valmistus,Manufacture of nonwovens and nonwoven products,Tillverkning av nonwovens och nonwovenprodukter,C
5,13950,Kuitukankaiden ja kuitukangastuotteiden valmistus,Manufacture of nonwovens and nonwoven products,Tillverkning av nonwovens och nonwovenprodukter,C
4,1396,Teknisten ja teollisuustekstiilien valmistus,Manufacturing of technical and industrial textiles,Tillverkning av tekniska och industriella textilier,C
5,13960,Teknisten ja teollisuustekstiilien valmistus,Manufacturing of technical and industrial textiles,Tillverkning av tekniska och industriella textilier,C
4,1399,Muu muualla luokittelematon tekstiilituotteiden valmistus,Other manufacture of textile products not elsewhere classified,Annan tillverkning av textilprodukter som inte klassificeras någon annanstans,C
5,13990,Muu muualla luokittelematon tekstiilituotteiden valmistus,Other manufacture of textile products not elsewhere classified,Annan tillverkning av textilprodukter som inte klassificeras någon annanstans,C
2,14,Vaatteiden valmistus,Manufacturing of clothes,Tillverkning av kläder,C
3,141,Neulevaatteiden valmistus,Manufacture of knitwear,Tillverkning av stickade plagg,C
4,1410,Neulevaatteiden valmistus,Manufacture of knitwear,Tillverkning av stickade plagg,C
5,14100,Neulevaatteiden valmistus,Manufacture of knitwear,Tillverkning av stickade plagg,C
3,142,Muu vaatteiden ja asusteiden valmistus,Other manufacturing of clothing and accessories,Övrig tillverkning av kläder och accessoarer,C
4,1421,Päällysvaatteiden valmistus,Manufacture of outerwear,Tillverkning av ytterkläder,C
5,14210,Päällysvaatteiden valmistus,Manufacture of outerwear,Tillverkning av ytterkläder,C
4,1422,Alusvaatteiden valmistus,Manufacture of underwear,Tillverkning av underkläder,C
5,14220,Alusvaatteiden valmistus,Manufacture of underwear,Tillverkning av underkläder,C
4,1423,Työvaatteiden valmistus,Manufacturing of work clothes,Tillverkning av arbetskläder,C
5,14230,Työvaatteiden valmistus,Manufacturing of work clothes,Tillverkning av arbetskläder,C
4,1424,Nahka- ja turkisvaatteiden valmistus,Manufacture of leather and fur clothing,Tillverkning av läder- och pälskläder,C
5,14240,Nahka- ja turkisvaatteiden valmistus,Manufacture of leather and fur clothing,Tillverkning av läder- och pälskläder,C
4,1429,Muu muualla luokittelematon vaatteiden ja asusteiden valmistus,Other manufacture of clothing and accessories not elsewhere classified,Annan tillverkning av kläder och accessoarer som inte klassificeras någon annanstans,C
5,14290,Muu muualla luokittelematon vaatteiden ja asusteiden valmistus,Other manufacture of clothing and accessories not elsewhere classified,Annan tillverkning av kläder och accessoarer som inte klassificeras någon annanstans,C
2,15,Nahan ja nahkatuotteiden sekä vastaavien tuotteiden valmistus muista materiaaleista,Manufacture of leather and leather products and similar products from other materials,Tillverkning av läder och läderprodukter och liknande produkter av andra material,C
3,151,"Nahan ja turkiksen parkitseminen, muokkaus ja värjäys, matka- ja käsilaukkujen, satuloiden ja valjaiden valmistus","Tanning, shaping and dyeing of leather and fur, manufacture of travel and handbags, saddles and harnesses","Garvning, formning och färgning av läder och päls, tillverkning av rese- och handväskor, sadlar och selar",C
4,1511,"Nahan ja turkiksen parkitseminen, muokkaus ja värjäys","Leather and fur tanning, editing and dyeing","Skinn- och pälsgarvning, redigering och färgning",C
5,15110,"Nahan ja turkiksen parkitseminen, muokkaus ja värjäys","Leather and fur tanning, editing and dyeing","Skinn- och pälsgarvning, redigering och färgning",C
4,1512,"Matka- ja käsilaukkujen, satuloiden ja valjaiden valmistus kaikista materiaalista","Manufacture of suitcases and handbags, saddles and harnesses from all materials","Tillverkning av resväskor och handväskor, sadlar och selar av alla material",C
5,15120,"Matka- ja käsilaukkujen, satuloiden ja valjaiden valmistus kaikista materiaalista","Manufacture of suitcases and handbags, saddles and harnesses from all materials","Tillverkning av resväskor och handväskor, sadlar och selar av alla material",C
3,152,Jalkineiden valmistus,Manufacture of footwear,Tillverkning av skor,C
4,1520,Jalkineiden valmistus,Manufacture of footwear,Tillverkning av skor,C
5,15200,Jalkineiden valmistus,Manufacture of footwear,Tillverkning av skor,C
2,16,"Sahatavaran sekä puu- ja korkkituotteiden valmistus pois lukien huonekalut, olki- ja punontatuotteiden valmistus","Manufacture of lumber and wood and cork products excluding furniture, manufacture of straw and braided products","Tillverkning av timmer och trä- och korkprodukter utom möbler, tillverkning av halm och flätade produkter",C
3,161,"Puun sahaus ja höyläys, puun käsittely ja viimeistely","Wood sawing and planing, wood processing and finishing","Träsågning och hyvling, träbearbetning och efterbehandling",C
4,1611,Puun sahaus ja höyläys,Wood sawing and planing,Sågning och hyvling av trä,C
5,16110,Puun sahaus ja höyläys,Wood sawing and planing,Sågning och hyvling av trä,C
4,1612,Puun käsittely ja viimeistely,Wood processing and finishing,Träbearbetning och efterbehandling,C
5,16120,Puun käsittely ja viimeistely,Wood processing and finishing,Träbearbetning och efterbehandling,C
3,162,"Puu-, korkki-, olki- ja punontatuotteiden valmistus","Manufacture of wood, cork, straw and braided products","Tillverkning av trä, kork, halm och flätade produkter",C
4,1621,Vaneriviilun ja puupaneelien valmistus,Manufacture of plywood veneer and wood panels,Tillverkning av plywoodfanér och träpaneler,C
5,16210,Vaneriviilun ja puupaneelien valmistus,Manufacture of plywood veneer and wood panels,Tillverkning av plywoodfanér och träpaneler,C
4,1622,Asennettavien parkettilevyjen valmistus,Manufacture of parquet boards to be installed,Tillverkning av parkettskivor som ska monteras,C
5,16220,Asennettavien parkettilevyjen valmistus,Manufacture of parquet boards to be installed,Tillverkning av parkettskivor som ska monteras,C
4,1623,Muu rakennuspuusepäntuotteiden valmistus,Other manufacture of construction carpentry products,Övrig tillverkning av byggsnickerier,C
5,16231,Puutalojen valmistus,Manufacture of wooden houses,Tillverkning av trähus,C
5,16239,Muu muualla luokittelematon rakennuspuusepäntuotteiden valmistus,Other manufacture of construction carpentry products not elsewhere classified,Annan tillverkning av byggsnickeriprodukter som inte klassificeras någon annanstans,C
4,1624,Puupakkausten valmistus,Manufacture of wooden packages,Tillverkning av träpaket,C
5,16240,Puupakkausten valmistus,Manufacture of wooden packages,Tillverkning av träpaket,C
4,1625,Puuovien ja -ikkunoiden valmistus,Manufacture of wooden doors and windows,Tillverkning av trädörrar och fönster,C
5,16250,Puuovien ja -ikkunoiden valmistus,Manufacture of wooden doors and windows,Tillverkning av trädörrar och fönster,C
4,1626,Kiinteiden polttoaineiden valmistus kasvibiomassasta,Production of solid fuels from plant biomass,Produktion av fasta bränslen från växtbiomassa,C
5,16260,Kiinteiden polttoaineiden valmistus kasvibiomassasta,Production of solid fuels from plant biomass,Produktion av fasta bränslen från växtbiomassa,C
4,1627,Puutuotteiden viimeistely,Finishing of wood products,Efterbehandling av träprodukter,C
5,16270,Puutuotteiden viimeistely,Finishing of wood products,Efterbehandling av träprodukter,C
4,1628,"Muu puutuotteiden valmistus sekä korkki-, olki- ja punontatuotteiden valmistus","Other manufacture of wood products and manufacture of cork, straw and braided products","Övrig tillverkning av trävaror samt tillverkning av kork, halm och flätade produkter",C
5,16280,"Muu puutuotteiden valmistus sekä korkki-, olki- ja punontatuotteiden valmistus","Other manufacture of wood products and manufacture of cork, straw and braided products","Övrig tillverkning av trävaror samt tillverkning av kork, halm och flätade produkter",C
2,17,"Paperin, paperi- ja kartonkituotteiden valmistus","Manufacture of paper, paper and cardboard products","Tillverkning av papper, papper och kartongprodukter",C
3,171,"Massan, paperin, kartongin ja pahvin valmistus","Production of pulp, paper, cardboard and cardboard","Tillverkning av massa, papper, kartong och kartong",C
4,1711,Massan valmistus,Production of pulp,Tillverkning av massa,C
5,17110,Massan valmistus,Production of pulp,Tillverkning av massa,C
4,1712,"Paperin, kartongin ja pahvin valmistus","Manufacture of paper, cardboard and cardboard","Tillverkning av papper, kartong och kartong",C
5,17120,"Paperin, kartongin ja pahvin valmistus","Manufacture of paper, cardboard and cardboard","Tillverkning av papper, kartong och kartong",C
3,172,"Paperi-, kartonki- ja pahvituotteiden valmistus","Manufacture of paper, cardboard and cardboard products","Tillverkning av papper, kartong och kartongprodukter",C
4,1721,"Aaltopaperin ja -pahvin sekä paperi-, kartonki- ja pahvipakkausten valmistus","Manufacture of corrugated paper and cardboard as well as paper, cardboard and cardboard packaging","Tillverkning av wellpapp och kartong samt papper, kartong och kartongförpackningar",C
5,17210,"Aaltopaperin ja -pahvin sekä paperi-, kartonki- ja pahvipakkausten valmistus","Manufacture of corrugated paper and cardboard as well as paper, cardboard and cardboard packaging","Tillverkning av wellpapp och kartong samt papper, kartong och kartongförpackningar",C
4,1722,Paperisten talous- ja hygieniatarvikkeiden valmistus,Production of paper household and hygiene items,Tillverkning av hushålls- och hygienartiklar av papper,C
5,17220,Paperisten talous- ja hygieniatarvikkeiden valmistus,Production of paper household and hygiene items,Tillverkning av hushålls- och hygienartiklar av papper,C
4,1723,Paperikauppatavaroiden valmistus,Manufacture of stationery goods,Tillverkning av pappersvaror,C
5,17230,Paperikauppatavaroiden valmistus,Manufacture of stationery goods,Tillverkning av pappersvaror,C
4,1724,Tapettien valmistus,Wallpaper production,Tapetproduktion,C
5,17240,Tapettien valmistus,Wallpaper production,Tapetproduktion,C
4,1725,"Muu paperi-, kartonki- ja pahvituotteiden valmistus","Other manufacture of paper, cardboard and cardboard products","Annan tillverkning av papper, kartong och kartongprodukter",C
5,17250,"Muu paperi-, kartonki- ja pahvituotteiden valmistus","Other manufacture of paper, cardboard and cardboard products","Annan tillverkning av papper, kartong och kartongprodukter",C
2,18,Painaminen ja tallenteiden jäljentäminen,Printing and reproduction of recordings,Tryckning och reproduktion av inspelningar,C
3,181,Painaminen ja siihen liittyvät palvelut,Printing and related services,Tryck och relaterade tjänster,C
4,1811,Sanomalehtien painaminen,Newspaper printing,Tidningstryck,C
5,18110,Sanomalehtien painaminen,Newspaper printing,Tidningstryck,C
4,1812,Muu painaminen,Other printing,Annat tryck,C
5,18120,Muu painaminen,Other printing,Annat tryck,C
4,1813,Painamista ja julkaisemista edeltävät palvelut,Pre-printing and publishing services,Förtryck och publiceringstjänster,C
5,18130,Painamista ja julkaisemista edeltävät palvelut,Pre-printing and publishing services,Förtryck och publiceringstjänster,C
4,1814,Sidonta ja siihen liittyvät palvelut,Binding and related services,Bindande och relaterade tjänster,C
5,18140,Sidonta ja siihen liittyvät palvelut,Binding and related services,Bindande och relaterade tjänster,C
3,182,Tallenteiden jäljentäminen,Reproduction of recordings,Reproduktion av inspelningar,C
4,1820,Tallenteiden jäljentäminen,Reproduction of recordings,Reproduktion av inspelningar,C
5,18200,Tallenteiden jäljentäminen,Reproduction of recordings,Reproduktion av inspelningar,C
2,19,Koksin ja jalostettujen öljytuotteiden valmistus,Manufacture of coke and refined petroleum products,Tillverkning av koks och raffinerade petroleumprodukter,C
3,191,Koksituotteiden valmistus,Production of coke products,Tillverkning av koksprodukter,C
4,1910,Koksituotteiden valmistus,Production of coke products,Tillverkning av koksprodukter,C
5,19100,Koksituotteiden valmistus,Production of coke products,Tillverkning av koksprodukter,C
3,192,Jalostettujen öljytuotteiden ja fossiilisten polttoainetuotteiden valmistus,Manufacture of refined petroleum products and fossil fuel products,Tillverkning av raffinerade petroleumprodukter och fossila bränsleprodukter,C
4,1920,Jalostettujen öljytuotteiden ja fossiilisten polttoainetuotteiden valmistus,Manufacture of refined petroleum products and fossil fuel products,Tillverkning av raffinerade petroleumprodukter och fossila bränsleprodukter,C
5,19200,Jalostettujen öljytuotteiden ja fossiilisten polttoainetuotteiden valmistus,Manufacture of refined petroleum products and fossil fuel products,Tillverkning av raffinerade petroleumprodukter och fossila bränsleprodukter,C
2,20,Kemikaalien ja kemiallisten tuotteiden valmistus,Manufacturing of chemicals and chemical products,Tillverkning av kemikalier och kemiska produkter,C
3,201,"Peruskemikaalien, lannoitteiden ja typpiyhdisteiden, muoviaineiden ja synteettisen kumiraaka-aineen valmistus","Production of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber raw material","Tillverkning av baskemikalier, konstgödsel och kväveföreningar, plast och syntetiskt gummiråvara",C
4,2011,Teollisuuskaasujen valmistus,Production of industrial gases,Produktion av industrigaser,C
5,20110,Teollisuuskaasujen valmistus,Production of industrial gases,Produktion av industrigaser,C
4,2012,Värien ja pigmenttien valmistus,Production of colors and pigments,Tillverkning av färger och pigment,C
5,20120,Värien ja pigmenttien valmistus,Production of colors and pigments,Tillverkning av färger och pigment,C
4,2013,Muu epäorgaanisten peruskemikaalien valmistus,Other manufacture of basic inorganic chemicals,Annan tillverkning av basala oorganiska kemikalier,C
5,20130,Muu epäorgaanisten peruskemikaalien valmistus,Other manufacture of basic inorganic chemicals,Annan tillverkning av basala oorganiska kemikalier,C
4,2014,Muu orgaanisten peruskemikaalien valmistus,Other production of basic organic chemicals,Annan produktion av grundläggande organiska kemikalier,C
5,20140,Muu orgaanisten peruskemikaalien valmistus,Other production of basic organic chemicals,Annan produktion av grundläggande organiska kemikalier,C
4,2015,Lannoitteiden ja typpiyhdisteiden valmistus,Manufacture of fertilizers and nitrogen compounds,Tillverkning av konstgödsel och kväveföreningar,C
